9.47,16.0,cooling,OFF,OFF,1602636685.5997477
9.57,16.0,defrosting,OFF,ON,1602636687.606723
9.57,16.0,cooling,OFF,OFF,1602636689.614007
9.47,16.0,defrosting,OFF,ON,1602636691.6206157
8.72,16.0,cooling,OFF,OFF,1602636693.6326277
9.47,16.0,defrosting,OFF,ON,1602636695.6397605
10.13,16.0,cooling,OFF,OFF,1602636697.6466978
10.08,16.0,defrosting,OFF,ON,1602636699.6539142
9.42,16.0,cooling,OFF,OFF,1602636701.660532
9.38,16.0,defrosting,OFF,ON,1602636703.667263
9.28,16.0,cooling,OFF,OFF,1602636705.6739595
9.33,16.0,defrosting,OFF,ON,1602636707.6805906
10.08,16.0,cooling,OFF,OFF,1602636709.687278
9.28,16.0,defrosting,OFF,ON,1602636711.6997468
9.33,16.0,cooling,OFF,OFF,1602636713.7070508
9.28,16.0,defrosting,OFF,ON,1602636715.7141836
9.33,16.0,cooling,OFF,OFF,1602636717.721584
9.28,16.0,defrosting,OFF,ON,1602636719.7317445
9.33,16.0,cooling,OFF,OFF,1602636721.738336
9.28,16.0,defrosting,OFF,ON,1602636723.7457962
9.24,16.0,cooling,OFF,OFF,1602636725.752373
9.28,16.0,defrosting,OFF,ON,1602636727.7595613
9.19,16.0,cooling,OFF,OFF,1602636729.7669103
9.28,16.0,defrosting,OFF,ON,1602636731.774581
9.14,16.0,cooling,OFF,OFF,1602636733.782145
9.24,16.0,defrosting,OFF,ON,1602636735.7887955
9.19,16.0,cooling,OFF,OFF,1602636737.7955406
9.19,16.0,defrosting,OFF,ON,1602636739.802067
9.19,16.0,cooling,OFF,OFF,1602636741.8089201
9.19,16.0,defrosting,OFF,ON,1602636743.815439
9.14,16.0,cooling,OFF,OFF,1602636745.8218253
9.05,16.0,defrosting,OFF,ON,1602636747.8283303
9.09,16.0,cooling,OFF,OFF,1602636749.838667
9.05,16.0,defrosting,OFF,ON,1602636751.844246
9.14,16.0,cooling,OFF,OFF,1602636753.8508334
8.95,16.0,defrosting,OFF,ON,1602636755.8570645
8.95,16.0,cooling,OFF,OFF,1602636757.8636172
9.0,16.0,defrosting,OFF,ON,1602636759.870082
8.91,16.0,cooling,OFF,OFF,1602636761.8765452
8.91,16.0,defrosting,OFF,ON,1602636763.8832552
9.0,16.0,cooling,OFF,OFF,1602636765.8898604
8.91,16.0,defrosting,OFF,ON,1602636767.8964086
